City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
271,Ilulissat,GL,69.22,-51.1,28.4,74,100,5.82,overcast clouds,2020-12-29 01:01:27
272,Guasdualito,VE,7.24,-70.73,75.36,77,97,3.38,overcast clouds,2020-12-29 01:01:28
273,Ornskoldsvik,SE,63.29,18.72,32.0,96,100,12.75,light snow,2020-12-29 01:01:28
274,Bosobolo,CD,4.18,19.9,76.01,42,100,2.66,overcast clouds,2020-12-29 01:01:28
275,Vestmannaeyjar,IS,63.44,-20.27,28.67,90,0,22.06,clear sky,2020-12-29 01:01:28
276,Astaneh-Ye Ashrafiyeh,IR,37.26,49.94,43.57,72,2,1.86,clear sky,2020-12-29 01:01:28
277,High Level,CA,58.52,-117.14,-5.8,83,5,4.25,clear sky,2020-12-29 01:01:29
278,Whitehorse,CA,60.72,-135.05,19.4,85,75,16.11,broken clouds,2020-12-29 01:01:29
279,Komsomolskiy,UZ,40.43,71.72,28.4,86,90,2.82,mist,2020-12-29 01:01:29
280,Chapais,CA,49.78,-74.85,8.6,78,90,13.87,light snow,2020-12-29 01:01:29
281,Lasa,IT,46.62,10.7,28.0,92,5,1.12,clear sky,2020-12-29 01:01:29
282,Vaitape,PF,-16.52,-151.75,81.99,68,77,8.23,broken clouds,2020-12-29 01:01:30
283,Mangrol,IN,21.12,70.12,57.88,41,0,14.05,clear sky,2020-12-29 01:01:30
284,Aksha,RU,50.28,113.29,-14.64,77,14,10.58,few clouds,2020-12-29 01:01:30
285,Bend,US,44.06,-121.32,28.0,100,75,0.63,broken clouds,2020-12-29 01:01:29
286,Kenai,US,60.55,-151.26,37.4,86,20,5.82,light rain,2020-12-29 01:01:31
287,Nanortalik,GL,60.14,-45.24,27.91,96,94,9.71,overcast clouds,2020-12-29 01:01:31
288,Pevek,RU,69.7,170.31,-23.84,86,0,1.92,clear sky,2020-12-29 01:01:31
289,Zyryanovsk,KZ,49.74,84.27,-15.47,75,39,0.43,scattered clouds,2020-12-29 01:01:31
290,Penzance,GB,50.12,-5.54,44.01,81,99,24.16,overcast clouds,2020-12-29 01:01:31
291,Longyearbyen,SJ,78.22,15.64,28.4,79,75,27.51,light snow,2020-12-29 01:01:31
292,Empalme,MX,27.97,-110.82,64.4,82,40,8.05,fog,2020-12-29 01:01:32
293,Gelemso,ET,8.82,40.52,54.88,64,67,3.42,broken clouds,2020-12-29 01:01:32
294,Smithers,CA,54.78,-127.17,24.8,92,90,2.24,overcast clouds,2020-12-29 01:01:32
295,Yulara,AU,-25.24,130.99,77.0,15,0,19.46,clear sky,2020-12-29 01:01:32
296,Raton,US,36.9,-104.44,33.8,69,90,14.99,overcast clouds,2020-12-29 01:01:32
297,Tuchola,PL,53.59,17.86,42.01,89,100,17.0,overcast clouds,2020-12-29 01:01:33
298,Kaya,BF,13.09,-1.08,66.76,24,0,7.67,clear sky,2020-12-29 01:01:33
299,Choix,MX,26.71,-108.32,68.29,35,92,0.78,overcast clouds,2020-12-29 01:01:33
300,Severo-Yeniseyskiy,RU,60.37,93.04,-28.88,83,0,2.86,clear sky,2020-12-29 01:01:33
301,Faanui,PF,-16.48,-151.75,81.07,68,11,7.56,few clouds,2020-12-29 01:01:34
302,Saint-Augustin,CA,51.23,-58.65,28.89,93,100,12.3,overcast clouds,2020-12-29 01:01:34
303,Yushala,RU,57.08,64.26,-11.2,76,40,6.71,light shower snow,2020-12-29 01:01:34
304,Adrar,MR,20.5,-10.07,73.76,26,100,7.63,overcast clouds,2020-12-29 01:01:34
305,Aitape,PG,-3.14,142.35,86.81,61,93,1.83,overcast clouds,2020-12-29 01:01:35
306,Beira,MZ,-19.84,34.84,82.4,83,40,10.29,scattered clouds,2020-12-29 01:01:35
307,Katherine,AU,-14.47,132.27,82.4,78,75,10.29,broken clouds,2020-12-29 01:01:35
308,La Paz,BO,-16.5,-68.15,44.6,87,75,9.17,broken clouds,2020-12-29 01:00:19
309,Ust-Nera,RU,64.57,143.2,-36.58,72,96,1.61,overcast clouds,2020-12-29 01:01:35
310,Nantucket,US,41.28,-70.1,48.2,93,90,9.17,overcast clouds,2020-12-29 01:01:36
311,Weinan,CN,34.5,109.51,33.8,74,90,6.71,overcast clouds,2020-12-29 01:01:36
312,Tocopilla,CL,-22.09,-70.2,69.51,59,22,4.85,few clouds,2020-12-29 01:00:19
313,Ribeira Grande,PT,38.52,-28.7,58.08,75,100,19.95,overcast clouds,2020-12-29 01:01:36
314,Tambovka,RU,50.1,128.05,-16.6,56,0,6.71,clear sky,2020-12-29 01:01:36
315,Jiexiu,CN,37.02,111.91,22.64,61,100,4.7,overcast clouds,2020-12-29 01:01:37
316,Constantine,DZ,36.37,6.61,46.4,74,40,12.75,scattered clouds,2020-12-29 00:58:12
317,Yeppoon,AU,-23.13,150.73,86.0,55,40,8.05,scattered clouds,2020-12-29 01:01:37
318,Isetskoye,RU,56.49,65.32,-4.67,92,86,4.76,overcast clouds,2020-12-29 01:01:37
319,Hambantota,LK,6.12,81.12,73.4,100,20,3.36,few clouds,2020-12-29 01:01:37
320,Baie-Comeau,CA,49.22,-68.15,32.0,95,90,9.17,snow,2020-12-29 01:01:37
321,Raga,SS,8.46,25.68,68.59,32,0,2.71,clear sky,2020-12-29 01:01:38
322,Athens,GR,37.98,23.72,57.0,81,75,10.92,broken clouds,2020-12-29 00:57:48
323,Sao Filipe,CV,14.9,-24.5,74.71,78,30,10.2,scattered clouds,2020-12-29 01:01:38
324,Myitkyina,MM,25.38,97.4,52.5,66,0,2.33,clear sky,2020-12-29 01:01:38
325,Srikakulam,IN,18.3,83.9,62.73,83,0,6.31,clear sky,2020-12-29 01:01:38
326,Grindavik,IS,63.84,-22.43,28.4,63,75,9.17,broken clouds,2020-12-29 01:01:39
327,Wageningen,NL,51.97,5.67,39.99,100,75,3.36,mist,2020-12-29 01:01:39
328,Cockburn Town,TC,21.46,-71.14,77.0,73,40,8.05,scattered clouds,2020-12-29 01:01:39
329,Coquimbo,CL,-29.95,-71.34,60.8,82,18,11.41,few clouds,2020-12-29 00:57:06
330,Saint Anthony,US,45.02,-93.22,19.4,72,1,4.7,clear sky,2020-12-29 01:01:40
331,Diamantino,BR,-14.41,-56.45,74.5,85,43,2.39,scattered clouds,2020-12-29 01:01:40
332,Kuvandyk,RU,51.48,57.36,4.06,94,77,2.73,broken clouds,2020-12-29 01:01:41
333,Ouegoa,NC,-20.35,164.43,85.15,66,47,11.88,scattered clouds,2020-12-29 01:01:41
334,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,8.6,60,100,6.71,overcast clouds,2020-12-29 01:01:41
335,Villarrobledo,ES,39.27,-2.6,33.01,95,0,8.01,clear sky,2020-12-29 01:01:41
336,Arlit,NE,18.74,7.39,61.11,29,0,3.53,clear sky,2020-12-29 01:01:41
337,Korla,CN,41.76,86.15,17.35,86,0,5.1,clear sky,2020-12-29 01:01:42
338,Sinnamary,GF,5.38,-52.95,78.28,86,29,8.55,scattered clouds,2020-12-29 01:01:42
339,Ponta Delgada,PT,37.73,-25.67,55.4,71,75,9.17,broken clouds,2020-12-29 01:01:42
340,Faya,SA,18.39,42.45,51.8,49,0,1.43,clear sky,2020-12-29 01:01:42
341,Amga,RU,60.9,131.96,-37.17,80,100,2.68,overcast clouds,2020-12-29 01:01:42
342,Port Blair,IN,11.67,92.75,78.8,88,40,4.7,mist,2020-12-29 01:01:43
343,Pacific Grove,US,36.62,-121.92,53.6,76,20,9.17,few clouds,2020-12-29 00:57:21
344,Severomuysk,RU,56.15,113.43,-30.24,85,99,7.65,overcast clouds,2020-12-29 01:01:43
345,Celestun,MX,20.87,-90.4,71.49,72,4,16.26,clear sky,2020-12-29 01:01:43
346,Bara,NG,10.37,10.73,69.28,25,96,8.1,overcast clouds,2020-12-29 01:01:43
347,Oyama,JP,36.3,139.8,50.0,93,75,1.12,broken clouds,2020-12-29 01:01:44
348,Noumea,NC,-22.28,166.46,86.0,58,75,5.82,broken clouds,2020-12-29 01:01:44
349,Beloha,MG,-25.17,45.05,78.22,60,74,10.02,broken clouds,2020-12-29 01:01:44
350,Knysna,ZA,-34.04,23.05,64.4,93,89,3.36,overcast clouds,2020-12-29 01:01:44
351,Charleston,US,32.78,-79.93,55.0,87,1,4.34,clear sky,2020-12-29 01:01:45
352,Piquete,BR,-22.61,-45.18,68.0,94,75,2.24,moderate rain,2020-12-29 01:01:45
353,Batemans Bay,AU,-35.72,150.18,63.0,87,100,3.0,overcast clouds,2020-12-29 01:01:01
354,Teguldet,RU,57.31,88.17,-14.58,84,100,8.16,overcast clouds,2020-12-29 01:01:45
355,Portland,US,45.52,-122.68,43.0,79,0,2.91,clear sky,2020-12-29 01:00:14
356,Novaya Mayna,RU,54.15,49.75,12.2,85,90,6.71,overcast clouds,2020-12-29 01:01:46
357,Nelson Bay,AU,-32.72,152.15,72.0,88,90,10.29,overcast clouds,2020-12-29 01:01:46
358,Tezu,IN,27.92,96.17,56.12,37,0,3.31,clear sky,2020-12-29 01:01:46
359,Naze,JP,28.37,129.48,71.6,73,75,14.99,broken clouds,2020-12-29 01:01:46
360,Lulea,SE,65.58,22.15,32.0,98,100,11.41,light snow,2020-12-29 01:00:04
361,Daru,PG,-9.08,143.21,78.98,87,100,9.98,overcast clouds,2020-12-29 01:01:47
362,Thohoyandou,ZA,-22.95,30.48,70.39,95,77,2.86,light rain,2020-12-29 01:01:47
363,Prince Albert,CA,53.2,-105.77,10.4,78,75,8.05,broken clouds,2020-12-29 01:00:11
364,Tabuk,PH,17.42,121.44,78.49,81,99,2.3,overcast clouds,2020-12-29 01:01:48
365,Marsa Matruh,EG,31.35,27.25,53.6,76,0,4.7,clear sky,2020-12-29 01:01:48
366,Palmer,US,42.16,-72.33,44.6,89,75,8.05,broken clouds,2020-12-29 01:01:48
367,Rio Grande,BR,-32.03,-52.1,71.01,85,0,1.01,clear sky,2020-12-29 01:00:20
368,Laguna,US,38.42,-121.42,54.0,66,75,0.56,broken clouds,2020-12-29 01:01:48
369,Yicheng,CN,31.37,119.87,54.0,97,100,8.43,overcast clouds,2020-12-29 00:59:31
370,Zwedru,LR,6.07,-8.13,72.63,95,4,3.04,clear sky,2020-12-29 01:01:49
371,Ambilobe,MG,-13.2,49.05,75.43,92,100,0.69,light rain,2020-12-29 01:01:49
372,Kiama,AU,-34.68,150.87,62.01,95,100,3.0,overcast clouds,2020-12-29 01:01:49
373,Rocha,UY,-34.48,-54.33,63.27,96,0,5.17,clear sky,2020-12-29 01:01:49
374,Boralday,KZ,43.36,76.86,15.8,92,90,8.95,mist,2020-12-29 01:01:49
375,Hays,US,30.05,-98.03,68.0,47,93,3.0,overcast clouds,2020-12-29 01:01:50
376,Poindimie,NC,-20.93,165.33,81.95,75,40,13.33,scattered clouds,2020-12-29 01:01:50
377,Henties Bay,NA,-22.12,14.28,64.0,88,100,1.01,overcast clouds,2020-12-29 01:01:50
378,Sangar,RU,63.92,127.47,-38.6,81,100,4.16,overcast clouds,2020-12-29 01:01:50
379,Palmares,BR,-8.68,-35.59,70.83,87,1,3.67,clear sky,2020-12-29 01:01:50
380,Kulu,TR,39.1,33.08,42.33,76,98,3.87,overcast clouds,2020-12-29 01:01:50
381,Tautira,PF,-17.73,-149.15,86.0,66,40,11.41,scattered clouds,2020-12-29 00:57:14
382,Alofi,NU,-19.06,-169.92,84.2,74,75,8.05,shower rain,2020-12-29 00:57:17
383,Trenggalek,ID,-8.05,111.72,80.17,75,100,1.57,overcast clouds,2020-12-29 01:01:51
384,Evensk,RU,61.95,159.23,4.42,82,100,13.58,overcast clouds,2020-12-29 01:01:51
385,Roald,NO,62.58,6.13,41.0,60,58,12.75,broken clouds,2020-12-29 01:01:51
386,Koshki,RU,54.21,50.47,-6.74,91,29,4.07,scattered clouds,2020-12-29 01:01:52
387,Chuzhou,CN,32.32,118.3,46.0,97,100,3.0,light rain,2020-12-29 01:01:52
388,Sobolevo,RU,54.43,31.9,25.29,97,100,17.56,overcast clouds,2020-12-29 01:01:52
389,Saldanha,ZA,-33.01,17.94,60.8,77,0,3.36,clear sky,2020-12-29 01:01:52
390,Birjand,IR,32.87,59.22,19.4,62,0,4.7,clear sky,2020-12-29 01:01:52
391,Porbandar,IN,21.64,69.61,59.18,38,0,13.49,clear sky,2020-12-29 00:57:58
392,Hofn,IS,64.25,-15.21,26.67,87,100,19.15,overcast clouds,2020-12-29 01:01:53
393,Ulladulla,AU,-35.35,150.47,60.8,100,90,8.05,overcast clouds,2020-12-29 01:01:53
394,Megion,RU,61.03,76.11,-5.8,76,90,13.42,snow,2020-12-29 01:01:53
395,Benguela,AO,-12.58,13.41,75.42,78,100,3.69,overcast clouds,2020-12-29 01:01:53
396,Batagay,RU,67.63,134.63,-18.94,87,100,1.54,overcast clouds,2020-12-29 01:01:53
397,Elkton,US,39.61,-75.83,39.0,72,4,7.49,clear sky,2020-12-29 01:01:54
398,Iracoubo,GF,5.48,-53.2,78.6,86,7,8.88,clear sky,2020-12-29 01:01:54
399,Bhandara,IN,21.17,79.65,60.8,67,0,3.36,mist,2020-12-29 01:01:54
400,Bengkulu,ID,-3.8,102.27,76.15,86,100,8.1,overcast clouds,2020-12-29 01:01:54
401,Hvolsvollur,IS,63.75,-20.22,19.02,89,0,7.14,clear sky,2020-12-29 01:01:54
402,Salvador,SV,13.83,-88.92,73.4,83,0,3.36,clear sky,2020-12-29 01:01:55
403,Mercedes,AR,-34.65,-59.43,80.01,74,17,1.01,few clouds,2020-12-29 00:57:24
404,Launceston,AU,-41.45,147.17,64.99,59,90,12.75,overcast clouds,2020-12-29 00:58:53
405,Sedalia,US,38.7,-93.23,33.01,90,1,4.7,clear sky,2020-12-29 00:59:55
406,Batagay-Alyta,RU,67.8,130.41,-6.38,88,100,4.72,overcast clouds,2020-12-29 01:01:55
407,Vila Franca Do Campo,PT,37.72,-25.43,55.4,71,75,9.17,broken clouds,2020-12-29 00:57:02
408,Sao Joao Da Barra,BR,-21.64,-41.05,75.81,85,100,16.93,overcast clouds,2020-12-29 01:01:55
409,Mantua,IT,45.17,10.78,32.0,94,98,1.01,overcast clouds,2020-12-29 01:01:56
410,Pampas,PE,-12.4,-74.9,49.8,81,100,1.95,light rain,2020-12-29 01:01:56
411,Sur,OM,22.57,59.53,67.39,45,0,11.99,clear sky,2020-12-29 01:01:56
412,Puerto Madryn,AR,-42.77,-65.04,73.11,61,56,16.91,broken clouds,2020-12-29 01:01:56
413,Libin,BE,49.98,5.28,35.01,99,100,6.08,light snow,2020-12-29 01:01:57
414,Merrill,US,45.18,-89.68,19.4,78,90,9.17,light snow,2020-12-29 01:01:57
415,Port Maria,JM,18.37,-76.89,78.01,86,99,8.99,overcast clouds,2020-12-29 01:01:57
416,Kargasok,RU,59.06,80.86,-7.44,86,100,16.8,overcast clouds,2020-12-29 01:01:57
417,Vostok,RU,46.49,135.88,-15.88,86,44,7.0,scattered clouds,2020-12-29 01:01:58
418,San Policarpo,PH,12.18,125.51,82.74,74,63,4.81,broken clouds,2020-12-29 01:01:58
419,Saint-Joseph,RE,-21.37,55.62,77.0,69,0,19.46,clear sky,2020-12-29 01:01:58
420,Puerto Princesa,PH,9.74,118.74,78.8,88,20,4.7,few clouds,2020-12-29 01:01:58
421,Guangyuan,CN,32.44,105.82,43.0,81,100,1.01,overcast clouds,2020-12-29 01:01:58
422,Gaoual,GN,11.75,-13.2,71.87,69,36,2.77,scattered clouds,2020-12-29 01:01:59
423,Dingle,PH,11.0,122.67,81.34,83,97,4.59,overcast clouds,2020-12-29 01:01:59
424,Sri Aman,MY,1.24,111.46,77.0,94,40,1.36,light rain,2020-12-29 01:01:59
425,Betioky,MG,-23.72,44.38,76.44,66,100,8.97,overcast clouds,2020-12-29 01:01:59
426,Athabasca,CA,54.72,-113.29,21.2,100,0,6.93,clear sky,2020-12-29 01:00:12
427,Berlevag,NO,70.86,29.09,25.66,94,100,20.62,overcast clouds,2020-12-29 01:02:00
428,Kaitangata,NZ,-46.28,169.85,60.01,74,100,17.0,overcast clouds,2020-12-29 01:02:00
429,Nalut,LY,30.33,10.85,42.57,53,100,8.81,overcast clouds,2020-12-29 01:02:00
430,Staryy Nadym,RU,65.61,72.68,-10.52,90,100,15.41,light snow,2020-12-29 01:02:00
431,Pavlodar,KZ,52.3,76.95,-5.8,70,0,13.42,clear sky,2020-12-29 00:59:32
432,Port Shepstone,ZA,-30.74,30.45,70.0,87,1,13.4,clear sky,2020-12-29 01:02:01
433,Itaituba,BR,-4.28,-55.98,76.05,95,100,1.57,moderate rain,2020-12-29 01:02:01
434,Coahuayana,MX,18.73,-103.68,77.0,50,5,0.38,clear sky,2020-12-29 01:02:01
435,Ancud,CL,-41.87,-73.82,64.0,77,0,10.29,clear sky,2020-12-29 01:02:01
436,Taoudenni,ML,22.68,-3.98,69.44,23,100,9.24,overcast clouds,2020-12-29 01:02:01
437,Touros,BR,-5.2,-35.46,77.0,78,20,4.7,light rain,2020-12-29 01:02:02
438,Kangundo,KE,-1.3,37.35,62.6,77,0,5.82,clear sky,2020-12-29 01:02:02
439,Vega De Alatorre,MX,20.03,-96.63,69.67,75,0,10.11,clear sky,2020-12-29 01:02:02
440,Sol-Iletsk,RU,51.16,54.99,5.5,94,0,4.25,clear sky,2020-12-29 01:02:02
441,Ormara,PK,25.21,64.64,62.47,30,0,13.78,clear sky,2020-12-29 01:02:03
442,Rapid Valley,US,44.06,-103.15,26.01,85,1,8.05,clear sky,2020-12-29 01:02:03
443,Shakawe,BW,-18.37,21.85,72.43,75,86,3.85,overcast clouds,2020-12-29 01:02:03
444,Teresina,BR,-5.09,-42.8,84.2,66,0,3.36,clear sky,2020-12-29 01:02:03
445,Marion,US,39.77,-86.16,30.0,74,90,8.05,overcast clouds,2020-12-29 00:59:21
446,Morant Bay,JM,17.88,-76.41,82.4,65,75,14.99,broken clouds,2020-12-29 01:02:03
447,Battle Creek,US,42.32,-85.18,26.6,68,1,8.05,clear sky,2020-12-29 00:58:57
448,Tabas,IR,33.6,56.92,33.8,43,0,4.7,clear sky,2020-12-29 01:02:04
449,Takoradi,GH,4.88,-1.76,79.48,83,80,8.68,broken clouds,2020-12-29 01:02:04
450,Santa Rosa,PH,14.31,121.11,84.0,83,40,1.12,scattered clouds,2020-12-29 01:02:04
451,Qaqortoq,GL,60.72,-46.03,30.2,68,99,12.75,light snow,2020-12-29 01:02:04
452,Dakar,SN,14.69,-17.44,71.6,94,0,11.41,clear sky,2020-12-29 01:02:05
453,Esperance,AU,-33.87,121.9,68.0,45,100,13.87,overcast clouds,2020-12-29 01:02:05
454,Peniche,PT,39.36,-9.38,54.0,71,9,8.01,clear sky,2020-12-29 01:01:41
455,Bitlis,TR,38.5,42.25,25.05,89,100,3.2,overcast clouds,2020-12-29 01:02:05
456,Saint George,US,37.1,-113.58,43.0,75,75,9.17,broken clouds,2020-12-29 01:01:55
457,Brigantine,US,39.41,-74.36,45.0,65,1,11.9,clear sky,2020-12-29 00:57:38
458,Loreto,MX,22.27,-101.97,58.14,31,0,4.36,clear sky,2020-12-29 01:02:06
459,Thompson,CA,55.74,-97.86,6.8,84,90,12.75,light snow,2020-12-29 01:02:06
460,Baruun-Urt,MN,46.68,113.28,-26.72,80,0,10.36,clear sky,2020-12-29 01:02:06
461,Mackay,AU,-21.15,149.2,80.01,94,90,8.05,light rain,2020-12-29 01:02:06
462,Byron Bay,AU,-28.65,153.62,82.4,58,40,14.99,scattered clouds,2020-12-29 01:02:06
463,Tamandare,BR,-8.76,-35.1,76.77,76,0,10.31,clear sky,2020-12-29 01:02:06
464,Puerto Carreno,CO,6.19,-67.49,77.81,77,100,3.76,light rain,2020-12-29 01:00:22
465,Big Rapids,US,43.7,-85.48,25.0,73,90,6.93,overcast clouds,2020-12-29 00:57:19
466,Kudahuvadhoo,MV,2.67,72.89,82.44,72,86,8.7,overcast clouds,2020-12-29 01:00:42
467,Ordynskoye,RU,54.37,81.9,-3.35,83,100,10.54,overcast clouds,2020-12-29 01:02:07
468,Santa Fe,AR,-31.63,-60.7,82.99,63,0,1.99,clear sky,2020-12-29 00:57:55
469,Japura,ID,-0.32,102.35,76.95,93,100,1.57,light rain,2020-12-29 01:02:08
470,Storforshei,NO,66.4,14.52,25.41,90,96,7.99,overcast clouds,2020-12-29 01:02:08
471,Mendi,PG,-6.18,143.65,66.02,83,88,3.53,light rain,2020-12-29 01:02:08
472,Lahij,YE,13.17,44.58,68.25,74,0,5.77,clear sky,2020-12-29 01:02:08
473,Camana,PE,-16.62,-72.71,72.39,75,100,8.99,overcast clouds,2020-12-29 01:02:09
474,Butembo,CD,0.15,29.28,57.96,75,2,2.51,clear sky,2020-12-29 01:02:09
475,Vredendal,ZA,-31.67,18.5,56.98,92,0,5.06,clear sky,2020-12-29 01:02:09
476,Oktyabrskoye,RU,43.06,44.74,28.4,100,96,2.24,overcast clouds,2020-12-29 01:02:09
477,Tagusao,PH,9.19,117.81,82.06,74,0,3.76,clear sky,2020-12-29 01:02:10
478,Lac Du Bonnet,CA,50.25,-96.06,1.4,77,0,13.87,clear sky,2020-12-29 01:02:10
479,Belaya Gora,RU,68.53,146.42,-35.27,81,0,1.05,clear sky,2020-12-29 01:02:10
480,Delvada,IN,20.77,71.03,58.05,34,0,12.77,clear sky,2020-12-29 01:02:10
481,Deep River,CA,46.1,-77.5,23.0,73,90,11.41,overcast clouds,2020-12-29 01:02:10
482,Inhambane,MZ,-23.86,35.38,76.62,84,96,5.41,overcast clouds,2020-12-29 01:02:11
483,General Roca,AR,-39.03,-67.58,87.8,33,0,3.36,clear sky,2020-12-29 01:02:11
484,Nanakuli,US,21.39,-158.15,82.4,58,1,6.93,clear sky,2020-12-29 01:02:11
485,Voskresenskoye,RU,56.84,45.43,-2.83,92,0,2.44,clear sky,2020-12-29 01:02:11
486,North Bend,US,43.41,-124.22,51.8,62,1,9.17,clear sky,2020-12-29 00:57:27
487,Atambua,ID,-9.11,124.89,82.31,70,46,3.98,scattered clouds,2020-12-29 01:02:12
488,Rey Bouba,CM,8.67,14.18,69.08,28,52,1.39,broken clouds,2020-12-29 01:02:12
489,Kodinsk,RU,58.69,99.18,-34.4,80,0,2.1,clear sky,2020-12-29 01:01:02
490,Jever,DE,53.58,7.9,35.6,93,100,5.82,overcast clouds,2020-12-29 01:02:12
491,Tutoia,BR,-2.76,-42.27,81.09,76,0,12.37,clear sky,2020-12-29 01:02:12
492,Wahiawa,US,21.5,-158.02,82.4,65,75,8.05,broken clouds,2020-12-29 01:02:13
493,Kihei,US,20.79,-156.47,84.2,51,40,13.87,scattered clouds,2020-12-29 01:02:13
494,Nunspeet,NL,52.37,5.77,37.99,88,100,4.99,overcast clouds,2020-12-29 01:02:13
495,Qui Nhon,VN,13.77,109.23,72.45,77,85,7.14,overcast clouds,2020-12-29 01:01:05
496,Virden,US,39.5,-89.77,30.0,76,0,1.99,clear sky,2020-12-29 01:02:13
497,Lagoa,PT,39.05,-27.98,56.53,74,100,19.17,overcast clouds,2020-12-29 01:02:13
498,Kasiri,SL,8.94,-13.11,77.76,86,100,5.93,overcast clouds,2020-12-29 01:02:14
499,Nishihara,JP,26.18,127.76,73.4,73,75,5.82,broken clouds,2020-12-29 01:02:14
500,Gazojak,TM,41.19,61.4,29.37,90,88,6.17,overcast clouds,2020-12-29 01:02:14
501,Rock Sound,BS,24.9,-76.2,71.89,73,0,23.96,clear sky,2020-12-29 01:02:14
502,Anadyr,RU,64.75,177.48,17.6,85,75,20.13,snow,2020-12-29 01:02:14
503,Morro Bay,US,35.37,-120.85,50.0,78,29,1.99,scattered clouds,2020-12-29 01:02:15
504,Tha Chang,TH,9.26,99.19,79.0,100,20,2.24,few clouds,2020-12-29 01:02:15
505,Quelimane,MZ,-17.88,36.89,80.6,88,75,4.7,broken clouds,2020-12-29 01:02:15
506,Graaff-Reinet,ZA,-32.25,24.53,66.0,79,0,2.37,clear sky,2020-12-29 01:02:15
507,Wenzhou,CN,28.0,120.67,58.87,61,0,2.75,clear sky,2020-12-29 01:02:16
508,Vostochnyy,RU,55.82,37.87,12.2,92,75,8.95,broken clouds,2020-12-29 01:02:16
509,Olinda,BR,-8.01,-34.86,78.8,65,75,14.99,broken clouds,2020-12-29 00:57:46
510,Maragogi,BR,-9.01,-35.22,76.08,78,0,10.25,clear sky,2020-12-29 01:02:11
511,Ahipara,NZ,-35.17,173.17,65.73,51,0,12.57,clear sky,2020-12-29 01:02:16
512,Malazgirt,TR,39.14,42.54,22.96,84,100,1.79,overcast clouds,2020-12-29 01:02:16
513,Seymchan,RU,62.88,152.43,-29.81,82,100,0.81,overcast clouds,2020-12-29 01:02:17
514,Acarau,BR,-2.89,-40.12,80.06,76,91,17.07,overcast clouds,2020-12-29 01:02:17
515,Diego De Almagro,CL,-26.37,-70.05,59.14,59,1,1.81,clear sky,2020-12-29 01:01:28
516,Hamilton,US,39.18,-84.53,34.0,88,90,12.75,overcast clouds,2020-12-29 00:59:04
517,Banda Aceh,ID,5.56,95.32,78.51,81,100,7.94,overcast clouds,2020-12-29 00:58:03
518,Isangel,VU,-19.55,169.27,83.39,73,84,17.65,broken clouds,2020-12-29 01:02:17
519,Tuy Hoa,VN,13.08,109.3,72.88,79,67,4.88,broken clouds,2020-12-29 01:02:18
520,Payo,ID,-3.75,103.64,75.51,94,100,0.81,overcast clouds,2020-12-29 01:02:18
521,Newport,GB,51.59,-3.0,34.0,96,89,5.37,overcast clouds,2020-12-29 01:02:18
522,Kholm,RU,59.27,32.85,21.65,93,98,11.41,overcast clouds,2020-12-29 01:02:18
523,Gigmoto,PH,13.78,124.39,83.3,75,90,5.35,overcast clouds,2020-12-29 01:02:18
524,Ashtabula,US,41.7,-80.77,33.01,97,90,11.41,light snow,2020-12-29 01:02:19
525,Narsaq,GL,60.92,-46.05,30.2,68,29,12.75,light snow,2020-12-29 01:02:19
526,Santa Lucia,ES,27.91,-15.54,64.4,77,20,6.93,few clouds,2020-12-29 01:02:19
527,Seminole,US,28.71,-81.21,62.6,72,1,8.05,clear sky,2020-12-29 01:02:19
528,Carroll,US,39.55,-77.02,50.0,61,75,11.41,broken clouds,2020-12-29 01:02:19
529,Dillon,US,34.42,-79.37,50.0,70,1,5.26,clear sky,2020-12-29 01:02:19
530,Maniitsoq,GL,65.42,-52.9,23.18,97,100,8.32,snow,2020-12-29 01:02:20
531,Lucapa,AO,-8.42,20.74,66.96,97,100,1.95,overcast clouds,2020-12-29 01:02:20
532,Gimli,CA,50.63,-96.99,1.4,84,28,12.75,scattered clouds,2020-12-29 01:02:20
533,Batticaloa,LK,7.71,81.69,76.55,89,53,3.69,broken clouds,2020-12-29 01:02:20
534,Lakes Entrance,AU,-37.88,147.98,64.99,65,14,3.0,few clouds,2020-12-29 01:02:20
535,Barra,BR,-11.09,-43.14,77.47,61,15,4.74,few clouds,2020-12-29 01:00:47
536,Alice Springs,AU,-23.7,133.88,80.01,20,78,10.29,broken clouds,2020-12-29 01:02:21
537,Lodja,CD,-3.48,23.43,69.66,96,93,1.3,overcast clouds,2020-12-29 01:02:21
538,Gadung,PH,6.8,124.02,82.92,70,98,0.76,overcast clouds,2020-12-29 01:02:21
539,Dalgopol,BG,43.05,27.35,51.8,76,0,9.17,clear sky,2020-12-29 01:01:07
540,Panguna,PG,-6.32,155.48,76.93,88,100,1.54,moderate rain,2020-12-29 01:02:22
541,Kalmunai,LK,7.42,81.82,76.06,89,17,0.54,few clouds,2020-12-29 01:01:39
542,Aswan,EG,24.09,32.91,60.71,72,0,8.12,clear sky,2020-12-29 01:02:22
543,Seoul,KR,37.57,126.98,37.4,74,40,4.03,haze,2020-12-29 00:58:07
544,Wellington,NZ,-41.29,174.78,60.8,67,9,14.99,clear sky,2020-12-29 01:02:22
